Time,ReactorFeedRateStream6,ReactorPressurekPagauge,ReactorLevel,ReactorTemperatureDegC,PurgeRateStream9,ProductSepTempDegC,StripperTemperatureDegC,CompressorWorkkW
2004-01-01 01:20:00,42.386,2703.7,74.638,120.41,0.35465,80.358,66.189,340.32
2004-01-01 01:21:00,42.745,2702.0,74.878,120.44,0.35438,80.152,66.136,340.45
2004-01-01 01:22:00,42.22,2702.5,75.624,120.39,0.32784,80.277,66.152,340.89
2004-01-01 01:23:00,42.292,2702.5,75.997,120.4,0.32617,80.352,66.173,340.64
2004-01-01 01:24:00,42.625,2700.1,75.262,120.4,0.33705,80.219,66.167,340.09
2004-01-01 01:25:00,42.287,2700.7,75.653,120.42,0.33744,80.227,66.135,340.3
2004-01-01 01:26:00,41.946,2697.9,75.342,120.38,0.33819,80.092,66.104,340.56
2004-01-01 01:27:00,42.372,2695.7,75.627,120.4,0.33538,80.015,66.047,339.89
2004-01-01 01:28:00,42.346,2698.5,75.228,120.36,0.34286,80.062,66.046,340.52
2004-01-01 01:29:00,42.341,2700.7,75.198,120.4,0.34123,80.264,66.038,340.19
2004-01-01 01:30:00,42.754,2700.4,74.874,120.38,0.34174,80.174,66.058,339.97
2004-01-01 01:31:00,42.403,2704.7,75.61,120.4,0.3447,80.516,66.09,340.88
2004-01-01 01:32:00,42.345,2703.7,75.01,120.39,0.33083,80.341,66.121,340.29
2004-01-01 01:33:00,42.184,2705.1,75.026,120.39,0.32966,80.237,66.119,341.11
2004-01-01 01:34:00,42.765,2706.7,74.836,120.42,0.33737,80.212,66.046,341.21
2004-01-01 01:35:00,42.238,2708.2,73.759,120.4,0.33546,80.296,66.018,341.73
2004-01-01 01:36:00,42.476,2705.0,75.343,120.41,0.33767,80.089,66.007,341.77
2004-01-01 01:37:00,42.346,2702.9,75.405,120.41,0.33994,79.877,65.899,341.37
2004-01-01 01:38:00,42.445,2703.3,74.465,120.41,0.33801,79.839,65.789,341.67
2004-01-01 01:39:00,42.172,2702.9,74.368,120.41,0.33566,79.978,65.742,341.68
2004-01-01 01:40:00,42.128,2704.7,74.899,120.42,0.34871,80.252,65.784,341.42
2004-01-01 01:41:00,42.518,2703.1,75.203,120.41,0.34716,80.177,65.845,341.6
2004-01-01 01:42:00,42.396,2702.1,74.908,120.39,0.33749,80.085,65.842,341.49
2004-01-01 01:43:00,42.605,2704.0,74.269,120.4,0.3418,80.227,65.846,341.37
2004-01-01 01:44:00,42.28,2701.0,75.291,120.36,0.3599,80.0,65.845,341.34
2004-01-01 01:45:00,41.979,2702.0,74.568,120.42,0.35894,80.038,65.812,341.34
2004-01-01 01:46:00,42.067,2702.5,75.311,120.4,0.33327,79.891,65.745,341.37
2004-01-01 01:47:00,42.535,2705.5,75.651,120.43,0.33301,80.002,65.721,341.7
2004-01-01 01:48:00,42.603,2709.7,74.787,120.39,0.32842,80.347,65.773,342.01
2004-01-01 01:49:00,42.164,2709.1,74.661,120.4,0.32853,80.313,65.801,341.83
2004-01-01 01:50:00,42.615,2710.2,74.233,120.41,0.3302,80.19,65.812,341.8
2004-01-01 01:51:00,42.064,2709.8,75.453,120.42,0.32558,80.179,65.825,342.33
2004-01-01 01:52:00,42.394,2711.3,74.938,120.39,0.34523,80.312,65.847,342.25
2004-01-01 01:53:00,42.371,2707.3,74.634,120.4,0.34561,80.017,65.826,342.04
2004-01-01 01:54:00,42.364,2707.8,75.192,120.38,0.34564,79.854,65.771,342.19
2004-01-01 01:55:00,42.053,2709.5,75.255,120.4,0.34493,79.899,65.702,342.6
2004-01-01 01:56:00,42.249,2712.9,74.655,120.39,0.33714,80.1,65.704,342.68
2004-01-01 01:57:00,42.208,2712.7,74.866,120.41,0.33772,80.039,65.71,343.25
2004-01-01 01:58:00,42.268,2713.6,74.1,120.42,0.3346,80.136,65.743,342.66
2004-01-01 01:59:00,42.275,2713.6,75.348,120.44,0.33488,80.205,65.752,342.86
2004-01-01 02:00:00,42.088,2707.4,75.324,120.38,0.33493,79.758,65.742,342.65
2004-01-01 02:01:00,42.206,2708.0,75.172,120.4,0.32852,79.807,65.668,342.76
2004-01-01 02:02:00,42.321,2710.4,75.533,120.35,0.3229,79.946,65.671,341.9
2004-01-01 02:03:00,42.078,2711.5,75.402,120.41,0.3223,79.863,65.688,342.1
2004-01-01 02:04:00,42.398,2711.7,74.987,120.38,0.33125,79.875,65.679,342.23
2004-01-01 02:05:00,42.1,2713.3,75.376,120.47,0.33237,79.962,65.698,342.45
2004-01-01 02:06:00,42.456,2714.6,75.552,120.38,0.3252,80.178,65.717,342.53
2004-01-01 02:07:00,42.282,2713.4,75.319,120.41,0.32456,80.013,65.749,342.88
2004-01-01 02:08:00,42.193,2708.5,76.035,120.38,0.34462,79.717,65.68,342.72
2004-01-01 02:09:00,42.052,2707.5,75.606,120.37,0.33921,79.761,65.6,342.37
2004-01-01 02:10:00,41.853,2710.0,74.826,120.4,0.33349,80.076,65.604,342.36
2004-01-01 02:11:00,42.375,2709.4,74.977,120.36,0.3339,80.056,65.652,342.27
2004-01-01 02:12:00,42.333,2710.8,75.193,120.4,0.32993,80.12,65.692,342.36
2004-01-01 02:13:00,42.249,2708.7,76.406,120.42,0.33211,80.014,65.726,341.47
2004-01-01 02:14:00,42.581,2706.4,74.794,120.41,0.3612,79.916,65.683,341.73
2004-01-01 02:15:00,42.296,2705.0,74.827,120.39,0.356,79.952,65.675,341.27
2004-01-01 02:16:00,42.221,2704.0,75.477,120.42,0.3389,79.979,65.647,340.67
2004-01-01 02:17:00,42.199,2703.2,75.24,120.43,0.33748,80.072,65.643,340.27
2004-01-01 02:18:00,42.425,2701.2,75.797,120.39,0.35108,80.028,65.651,340.31
2004-01-01 02:19:00,42.087,2702.6,75.102,120.43,0.34798,80.238,65.672,340.14
2004-01-01 02:20:00,42.166,2705.5,75.428,120.39,0.32744,80.357,65.767,340.11
2004-01-01 02:21:00,42.433,2705.5,75.014,120.42,0.32758,80.24,65.78,339.86
2004-01-01 02:22:00,42.456,2703.7,75.087,120.38,0.33114,79.979,65.763,340.33
2004-01-01 02:23:00,42.269,2704.2,75.073,120.42,0.32961,79.906,65.727,340.45
2004-01-01 02:24:00,42.169,2704.6,74.989,120.38,0.34062,80.008,65.732,340.4
2004-01-01 02:25:00,42.406,2706.1,75.362,120.42,0.34239,80.31,65.768,340.2
2004-01-01 02:26:00,42.11,2706.3,74.833,120.41,0.31672,80.255,65.817,339.95
2004-01-01 02:27:00,42.453,2705.6,74.968,120.41,0.31685,80.118,65.804,340.23
2004-01-01 02:28:00,41.972,2703.9,74.925,120.4,0.34056,79.948,65.776,340.36
2004-01-01 02:29:00,42.679,2705.3,75.443,120.4,0.34019,80.101,65.752,340.94
2004-01-01 02:30:00,42.294,2703.6,74.915,120.41,0.32419,80.015,65.749,340.64
2004-01-01 02:31:00,42.832,2704.7,74.712,120.4,0.32686,80.154,65.746,340.16
2004-01-01 02:32:00,42.608,2703.9,75.016,120.43,0.34223,80.224,65.769,340.79
2004-01-01 02:33:00,41.796,2703.1,74.266,120.38,0.33908,80.256,65.783,340.52
2004-01-01 02:34:00,42.355,2700.5,75.571,120.42,0.33267,80.136,65.816,340.44
2004-01-01 02:35:00,42.303,2698.5,75.182,120.36,0.3306,79.969,65.772,339.74
2004-01-01 02:36:00,41.918,2699.7,75.604,120.43,0.35078,80.052,65.699,339.84
2004-01-01 02:37:00,42.193,2700.8,74.876,120.41,0.35051,80.203,65.726,339.95
2004-01-01 02:38:00,42.141,2701.4,74.84,120.42,0.33899,80.304,65.776,340.12
2004-01-01 02:39:00,42.268,2700.7,75.356,120.38,0.33728,80.283,65.809,340.05
2004-01-01 02:40:00,41.992,2698.9,75.633,120.43,0.3326,80.298,65.829,339.79
2004-01-01 02:41:00,42.185,2695.3,74.943,120.39,0.33332,80.136,65.789,339.62
2004-01-01 02:42:00,42.433,2696.3,74.808,120.4,0.31692,80.175,65.784,339.97
2004-01-01 02:43:00,42.248,2696.8,75.071,120.39,0.31477,80.171,65.775,339.72
2004-01-01 02:44:00,42.461,2694.5,75.013,120.38,0.33289,80.096,65.734,340.02
2004-01-01 02:45:00,41.971,2695.8,75.078,120.39,0.3325,80.293,65.768,339.73
2004-01-01 02:46:00,42.429,2694.3,74.986,120.41,0.34788,80.365,65.798,339.75
2004-01-01 02:47:00,42.086,2694.9,75.1,120.39,0.35133,80.436,65.836,339.65
2004-01-01 02:48:00,42.305,2694.3,75.47,120.4,0.36095,80.484,65.876,339.39
2004-01-01 02:49:00,42.271,2693.1,74.522,120.38,0.36333,80.307,65.858,339.29
2004-01-01 02:50:00,42.472,2695.0,75.439,120.4,0.33488,80.373,65.855,339.52
2004-01-01 02:51:00,42.558,2694.9,74.209,120.39,0.33041,80.393,65.87,339.68
2004-01-01 02:52:00,41.867,2697.7,75.921,120.41,0.3365,80.499,65.906,339.53
2004-01-01 02:53:00,42.499,2697.2,74.884,120.39,0.33203,80.398,65.963,339.87
2004-01-01 02:54:00,42.238,2696.2,73.829,120.41,0.36082,80.152,65.943,340.27
2004-01-01 02:55:00,42.518,2697.6,75.207,120.4,0.36033,80.369,65.928,339.85
2004-01-01 02:56:00,42.09,2697.3,74.96,120.41,0.34059,80.494,66.009,339.79
2004-01-01 02:57:00,41.894,2697.9,75.23,120.39,0.34208,80.412,66.078,340.48
2004-01-01 02:58:00,42.429,2696.3,74.949,120.4,0.34536,80.196,66.084,339.9
2004-01-01 02:59:00,42.639,2696.6,75.258,120.42,0.34752,80.168,66.039,340.5
2004-01-01 03:00:00,42.77,2699.7,74.404,120.42,0.32108,80.384,66.071,340.96
2004-01-01 03:01:00,42.509,2698.6,74.911,120.38,0.32663,80.28,66.138,340.47
2004-01-01 03:02:00,42.073,2700.4,74.6,120.43,0.33471,80.245,66.174,341.51
2004-01-01 03:03:00,41.879,2701.3,75.121,120.4,0.33294,80.234,66.205,341.57
2004-01-01 03:04:00,42.086,2702.7,75.054,120.41,0.34071,80.418,66.256,341.95
2004-01-01 03:05:00,42.742,2702.5,74.771,120.39,0.34626,80.435,66.342,342.03
2004-01-01 03:06:00,42.193,2701.3,75.067,120.4,0.34218,80.172,66.331,342.25
2004-01-01 03:07:00,42.3,2701.0,74.019,120.4,0.34211,80.148,66.306,342.05
2004-01-01 03:08:00,42.215,2701.4,74.638,120.44,0.339,80.193,66.28,342.08
2004-01-01 03:09:00,42.126,2701.8,74.941,120.37,0.34085,80.284,66.328,341.8
2004-01-01 03:10:00,42.254,2700.0,74.813,120.42,0.35784,80.101,66.322,341.66
2004-01-01 03:11:00,42.365,2701.2,74.907,120.39,0.35875,80.177,66.325,342.1
2004-01-01 03:12:00,42.378,2701.0,75.759,120.44,0.33466,80.121,66.32,341.81
2004-01-01 03:13:00,42.726,2704.4,75.005,120.39,0.33189,80.528,66.369,341.91
2004-01-01 03:14:00,42.979,2703.0,75.067,120.41,0.3403,80.427,66.474,341.35
2004-01-01 03:15:00,42.502,2700.8,74.692,120.41,0.33885,80.253,66.471,341.93
2004-01-01 03:16:00,42.425,2701.1,75.546,120.41,0.31973,80.061,66.421,341.79
2004-01-01 03:17:00,42.075,2699.8,74.758,120.39,0.32081,79.935,66.377,342.35
2004-01-01 03:18:00,42.482,2700.7,74.617,120.36,0.34039,79.861,66.275,342.11
2004-01-01 03:19:00,42.399,2701.0,74.716,120.37,0.34158,79.84,66.232,342.1
2004-01-01 03:20:00,42.074,2706.6,74.981,120.39,0.33615,80.25,66.229,342.31
2004-01-01 03:21:00,42.82,2709.7,75.336,120.41,0.34253,80.657,66.372,342.05
2004-01-01 03:22:00,42.664,2709.8,75.599,120.42,0.34788,80.703,66.53,341.87
2004-01-01 03:23:00,42.317,2705.1,76.264,120.39,0.34964,80.22,66.538,341.8
2004-01-01 03:24:00,42.204,2702.0,75.056,120.4,0.35783,79.849,66.437,342.38
2004-01-01 03:25:00,42.699,2703.9,74.725,120.4,0.36216,80.033,66.32,342.27
2004-01-01 03:26:00,42.35,2707.2,74.531,120.42,0.33289,80.191,66.336,342.08
2004-01-01 03:27:00,42.139,2706.2,74.615,120.4,0.33044,80.11,66.346,341.95
2004-01-01 03:28:00,42.36,2705.7,75.355,120.38,0.34781,80.157,66.328,342.2
2004-01-01 03:29:00,42.503,2704.9,75.377,120.41,0.34856,80.168,66.316,342.33
2004-01-01 03:30:00,42.26,2701.0,74.935,120.38,0.33506,79.952,66.316,341.61
2004-01-01 03:31:00,42.335,2699.0,74.994,120.37,0.33257,79.858,66.21,341.72
2004-01-01 03:32:00,41.998,2701.4,75.209,120.42,0.33343,80.07,66.196,341.12
2004-01-01 03:33:00,42.441,2704.4,74.463,120.43,0.33038,80.315,66.208,341.1
2004-01-01 03:34:00,42.486,2701.1,75.932,120.38,0.32673,80.181,66.255,340.85
2004-01-01 03:35:00,42.604,2705.2,74.95,120.44,0.32679,80.465,66.277,341.61
2004-01-01 03:36:00,42.383,2704.9,75.653,120.4,0.3366,80.445,66.35,341.28
2004-01-01 03:37:00,42.252,2702.1,75.172,120.38,0.33574,80.217,66.323,341.67
2004-01-01 03:38:00,42.022,2702.6,74.442,120.38,0.31148,80.174,66.256,341.82
2004-01-01 03:39:00,42.017,2701.9,76.085,120.4,0.31416,80.015,66.209,341.13
2004-01-01 03:40:00,42.62,2699.3,74.901,120.37,0.34721,79.841,66.131,340.88
2004-01-01 03:41:00,42.062,2702.0,75.016,120.41,0.34985,80.058,66.062,341.36
2004-01-01 03:42:00,42.163,2703.0,74.648,120.38,0.33331,80.338,66.131,341.02
2004-01-01 03:43:00,42.174,2701.3,76.538,120.37,0.32834,80.24,66.165,340.42
2004-01-01 03:44:00,42.448,2699.3,75.552,120.4,0.33207,80.089,66.139,340.22
2004-01-01 03:45:00,41.956,2701.0,74.859,120.41,0.33555,80.098,66.081,339.99
2004-01-01 03:46:00,42.51,2702.9,74.526,120.39,0.32584,80.186,66.076,340.59
2004-01-01 03:47:00,42.378,2704.8,75.048,120.4,0.32728,80.184,66.039,340.46
2004-01-01 03:48:00,42.589,2704.7,75.151,120.4,0.33103,80.177,66.011,341.1
2004-01-01 03:49:00,42.316,2705.7,74.822,120.4,0.33038,80.187,65.991,340.86
2004-01-01 03:50:00,42.188,2704.9,75.443,120.41,0.35207,80.196,65.962,340.66
2004-01-01 03:51:00,42.168,2704.9,74.939,120.4,0.35336,80.231,65.934,340.9
2004-01-01 03:52:00,42.393,2704.4,74.208,120.41,0.32255,80.089,65.908,341.31
2004-01-01 03:53:00,42.434,2705.7,74.36,120.38,0.31898,80.131,65.849,341.1
2004-01-01 03:54:00,42.128,2706.3,75.091,120.43,0.32464,80.087,65.806,341.2
2004-01-01 03:55:00,42.229,2705.5,75.392,120.41,0.32858,80.055,65.792,341.27
2004-01-01 03:56:00,42.272,2707.5,76.05,120.41,0.3368,80.228,65.799,341.4
2004-01-01 03:57:00,42.247,2707.9,74.428,120.42,0.33592,80.414,65.843,341.74
2004-01-01 03:58:00,42.573,2703.3,75.102,120.39,0.33902,80.11,65.885,341.41
2004-01-01 03:59:00,42.143,2699.2,74.477,120.4,0.33601,79.794,65.844,341.26
2004-01-01 04:00:00,42.424,2702.0,75.022,120.39,0.31614,80.034,65.798,341.18
2004-01-01 04:01:00,42.424,2704.9,74.955,120.37,0.32118,80.245,65.814,341.26
2004-01-01 04:02:00,42.541,2704.5,73.903,120.36,0.31504,80.186,65.854,341.01
2004-01-01 04:03:00,42.05,2706.9,74.342,120.38,0.31796,80.185,65.84,341.66
2004-01-01 04:04:00,42.628,2708.5,75.092,120.41,0.33576,80.222,65.848,341.76
2004-01-01 04:05:00,42.578,2707.9,75.017,120.4,0.34151,79.959,65.825,341.39
2004-01-01 04:06:00,42.556,2709.3,74.743,120.42,0.31631,80.055,65.773,341.82
2004-01-01 04:07:00,42.258,2713.0,75.265,120.43,0.31786,80.317,65.82,342.06
2004-01-01 04:08:00,42.414,2712.6,74.933,120.43,0.3032,80.228,65.88,341.35
2004-01-01 04:09:00,42.184,2710.9,74.959,120.41,0.30571,80.132,65.866,341.58
2004-01-01 04:10:00,42.3,2707.8,74.336,120.37,0.33187,79.792,65.813,341.49
2004-01-01 04:11:00,42.189,2708.2,75.223,120.39,0.32717,79.654,65.749,341.71
2004-01-01 04:12:00,42.632,2711.2,74.37,120.39,0.30296,79.842,65.703,342.0
2004-01-01 04:13:00,42.24,2716.4,75.037,120.41,0.30658,80.09,65.705,342.54
2004-01-01 04:14:00,42.239,2716.1,74.666,120.41,0.34208,80.066,65.77,342.61
2004-01-01 04:15:00,42.087,2715.0,74.853,120.39,0.33977,79.972,65.812,341.7
2004-01-01 04:16:00,42.615,2713.8,75.536,120.4,0.34336,79.877,65.783,342.24
2004-01-01 04:17:00,42.52,2710.5,75.054,120.39,0.34165,79.678,65.75,342.26
2004-01-01 04:18:00,42.32,2711.4,75.169,120.4,0.32308,79.737,65.692,342.91
2004-01-01 04:19:00,42.179,2713.9,74.556,120.4,0.32689,80.06,65.723,342.38
2004-01-01 04:20:00,43.04,2712.1,74.511,120.37,0.33514,79.881,65.759,341.83
2004-01-01 04:21:00,42.62,2711.7,75.258,120.4,0.33831,79.853,65.742,342.27
2004-01-01 04:22:00,42.228,2716.7,75.341,120.44,0.30384,80.154,65.757,342.24
2004-01-01 04:23:00,42.127,2714.9,75.371,120.4,0.30411,79.929,65.783,342.41
2004-01-01 04:24:00,42.507,2716.2,74.664,120.41,0.3082,79.942,65.733,342.49
2004-01-01 04:25:00,42.361,2717.0,74.38,120.4,0.30978,79.993,65.749,341.8
2004-01-01 04:26:00,42.15,2716.5,74.628,120.41,0.33899,80.071,65.758,342.52
2004-01-01 04:27:00,42.551,2714.1,75.786,120.4,0.3345,79.925,65.749,342.02
2004-01-01 04:28:00,42.315,2712.2,74.584,120.39,0.32976,79.779,65.723,342.26
2004-01-01 04:29:00,42.229,2711.6,75.527,120.41,0.33111,79.766,65.679,341.72
2004-01-01 04:30:00,42.291,2710.5,75.575,120.39,0.33672,79.717,65.619,341.55
2004-01-01 04:31:00,42.284,2709.8,75.614,120.39,0.33847,79.783,65.584,341.67
2004-01-01 04:32:00,42.297,2709.6,75.495,120.39,0.31152,79.841,65.581,340.94
2004-01-01 04:33:00,42.392,2712.1,74.975,120.37,0.3118,80.01,65.604,340.83
2004-01-01 04:34:00,42.023,2712.3,76.429,120.41,0.3267,80.103,65.662,340.92
2004-01-01 04:35:00,42.295,2709.9,76.059,120.39,0.3278,79.96,65.667,340.74
2004-01-01 04:36:00,41.825,2708.2,75.202,120.39,0.32473,79.765,65.643,340.72
2004-01-01 04:37:00,42.703,2711.0,75.878,120.38,0.32587,79.948,65.591,341.24
2004-01-01 04:38:00,42.663,2709.3,75.258,120.4,0.33332,79.812,65.596,340.82
2004-01-01 04:39:00,42.366,2708.1,75.311,120.41,0.33349,79.791,65.648,340.98
2004-01-01 04:40:00,42.221,2710.0,75.101,120.44,0.32001,79.964,65.643,341.39
2004-01-01 04:41:00,42.317,2707.5,75.936,120.39,0.32132,79.832,65.626,341.33
2004-01-01 04:42:00,42.334,2706.5,74.369,120.39,0.33735,79.933,65.639,340.66
2004-01-01 04:43:00,42.397,2706.7,75.578,120.41,0.33903,80.107,65.695,341.17
2004-01-01 04:44:00,42.4,2703.9,75.575,120.41,0.33812,80.053,65.741,340.52
2004-01-01 04:45:00,42.343,2702.6,75.375,120.38,0.33864,79.993,65.747,340.75
2004-01-01 04:46:00,42.3,2701.6,75.065,120.4,0.33731,79.994,65.736,340.22
2004-01-01 04:47:00,42.159,2700.9,74.429,120.39,0.33871,80.057,65.758,340.57
2004-01-01 04:48:00,42.172,2701.3,76.151,120.4,0.32444,80.17,65.794,340.08
2004-01-01 04:49:00,41.875,2700.5,75.669,120.39,0.32435,80.14,65.824,339.97
2004-01-01 04:50:00,42.445,2699.7,74.999,120.4,0.33241,80.063,65.834,339.63
2004-01-01 04:51:00,42.077,2701.0,74.673,120.37,0.32934,80.146,65.802,339.55
2004-01-01 04:52:00,41.994,2703.4,74.62,120.4,0.31418,80.388,65.846,339.78
