Time,ReactorFeedRateStream6,ReactorPressurekPagauge,ReactorLevel,ReactorTemperatureDegC,PurgeRateStream9,ProductSepTempDegC,StripperTemperatureDegC,CompressorWorkkW,abnormality_score,Recommended_Action
2004-01-05 05:03:00,42.192,2714.3,74.12,120.39,0.32918,80.065,65.657,343.63,1.57,System Normal
2004-01-05 05:04:00,42.247,2714.4,74.769,120.38,0.3398,80.116,65.687,343.46,12.46,System Normal
2004-01-05 05:05:00,42.227,2716.8,74.867,120.4,0.34432,80.186,65.702,343.57,11.23,System Normal
2004-01-05 05:06:00,42.033,2715.6,73.991,120.41,0.32249,79.934,65.687,343.75,16.89,System Normal
2004-01-05 05:07:00,42.449,2714.4,74.787,120.4,0.32352,79.741,65.617,343.64,2.43,System Normal
2004-01-05 05:08:00,42.115,2714.7,75.02,120.42,0.32442,79.719,65.526,343.65,3.82,System Normal
2004-01-05 05:09:00,42.706,2715.0,75.403,120.38,0.32216,79.802,65.507,343.55,3.36,System Normal
2004-01-05 05:10:00,42.661,2717.2,74.973,120.41,0.33803,80.037,65.504,344.06,30.44,System Normal
2004-01-05 05:11:00,42.85,2716.2,75.24,120.39,0.33549,80.059,65.572,344.01,12.82,System Normal
2004-01-05 05:12:00,42.681,2714.9,74.808,120.4,0.32702,79.709,65.56,343.84,3.89,System Normal
2004-01-05 05:13:00,42.106,2712.8,75.091,120.38,0.32511,79.612,65.494,343.85,5.95,System Normal
2004-01-05 05:14:00,42.18,2713.1,75.157,120.37,0.32715,79.715,65.483,343.59,1.19,System Normal
2004-01-05 05:15:00,42.494,2714.6,75.113,120.39,0.32463,79.885,65.477,343.33,2.22,System Normal
2004-01-05 05:16:00,42.491,2715.7,76.084,120.39,0.32866,80.081,65.528,342.8,15.71,System Normal
2004-01-05 05:17:00,42.318,2712.8,76.296,120.4,0.33381,80.053,65.54,342.25,2.37,System Normal
2004-01-05 05:18:00,42.023,2710.0,75.355,120.37,0.31819,79.714,65.511,342.24,4.47,System Normal
2004-01-05 05:19:00,42.18,2708.5,76.006,120.38,0.31974,79.631,65.406,341.87,3.16,System Normal
2004-01-05 05:20:00,42.459,2709.7,76.629,120.39,0.3023,79.851,65.378,341.75,26.75,System Normal
2004-01-05 05:21:00,42.406,2708.6,75.233,120.42,0.30034,79.952,65.395,341.27,37.59,System Normal
2004-01-05 05:22:00,42.129,2707.3,74.935,120.39,0.31263,80.015,65.419,340.5,23.23,System Normal
2004-01-05 05:23:00,42.23,2706.5,74.944,120.41,0.31301,79.936,65.382,340.58,4.0,System Normal
2004-01-05 05:24:00,42.633,2705.7,75.561,120.4,0.35404,79.911,65.358,340.19,18.41,System Normal
2004-01-05 05:25:00,41.899,2706.1,74.733,120.37,0.3497,79.937,65.335,340.4,42.01,System Normal
2004-01-05 05:26:00,42.102,2709.0,74.297,120.42,0.33066,80.234,65.374,340.2,1.51,System Normal
2004-01-05 05:27:00,42.526,2707.1,75.537,120.39,0.32936,80.205,65.453,339.43,7.46,System Normal
2004-01-05 05:28:00,42.094,2706.6,75.062,120.42,0.32638,80.154,65.456,339.68,8.39,System Normal
2004-01-05 05:29:00,42.127,2705.1,74.854,120.35,0.32745,80.076,65.446,339.3,58.33,ACTION: Inform shift supervisor of the deviation.
2004-01-05 05:30:00,42.13,2704.6,75.102,120.4,0.33916,80.069,65.423,339.14,6.09,System Normal
2004-01-05 05:31:00,42.066,2706.1,75.236,120.39,0.33552,80.234,65.401,339.09,6.73,System Normal
2004-01-05 05:32:00,42.118,2704.7,75.213,120.41,0.33993,80.286,65.428,338.92,3.18,System Normal
2004-01-05 05:33:00,42.164,2700.5,75.611,120.39,0.33998,80.102,65.438,338.16,6.3,System Normal
2004-01-05 05:34:00,42.324,2698.9,75.091,120.41,0.33268,80.005,65.371,338.43,4.81,System Normal
2004-01-05 05:35:00,42.469,2698.4,74.137,120.38,0.33142,79.974,65.341,338.42,54.75,ACTION: General anomaly detected. Operator to review all process variables.
2004-01-05 05:36:00,42.476,2698.8,75.308,120.41,0.3217,80.021,65.283,338.41,2.42,System Normal
2004-01-05 05:37:00,42.484,2701.0,75.202,120.4,0.32133,80.17,65.326,338.16,10.69,System Normal
2004-01-05 05:38:00,42.099,2701.1,76.248,120.42,0.3219,80.196,65.373,338.13,4.19,System Normal
2004-01-05 05:39:00,42.626,2701.3,75.004,120.43,0.32381,80.324,65.4,338.13,5.96,System Normal
2004-01-05 05:40:00,42.397,2700.8,75.327,120.41,0.34734,80.416,65.475,338.45,4.88,System Normal
2004-01-05 05:41:00,42.392,2696.8,74.824,120.4,0.35153,80.284,65.495,338.39,21.42,System Normal
2004-01-05 05:42:00,42.388,2694.9,75.809,120.4,0.34315,80.21,65.543,338.47,3.31,System Normal
2004-01-05 05:43:00,42.477,2694.7,74.487,120.39,0.33945,80.182,65.518,338.65,7.07,System Normal
2004-01-05 05:44:00,42.506,2694.3,74.841,120.39,0.34889,80.312,65.545,338.36,3.91,System Normal
2004-01-05 05:45:00,42.366,2694.3,74.793,120.35,0.34331,80.301,65.582,338.1,76.67,ACTION: Inform shift supervisor of the deviation.
2004-01-05 05:46:00,42.451,2698.9,75.637,120.43,0.33841,80.451,65.626,338.49,2.07,System Normal
2004-01-05 05:47:00,42.384,2699.6,75.122,120.38,0.33944,80.428,65.727,338.56,28.74,System Normal
2004-01-05 05:48:00,42.324,2696.9,74.637,120.41,0.33752,80.343,65.768,338.73,5.11,System Normal
2004-01-05 05:49:00,42.065,2695.8,74.991,120.38,0.33833,80.128,65.74,339.17,0.48,System Normal
2004-01-05 05:50:00,42.238,2695.7,74.664,120.4,0.3498,80.143,65.704,339.26,7.09,System Normal
2004-01-05 05:51:00,42.66,2699.6,73.669,120.4,0.34834,80.406,65.745,339.46,22.79,System Normal
2004-01-05 05:52:00,42.19,2701.9,75.226,120.42,0.33336,80.599,65.825,339.36,17.27,System Normal
2004-01-05 05:53:00,41.981,2699.0,75.584,120.4,0.33439,80.364,65.845,339.74,12.75,System Normal
2004-01-05 05:54:00,42.625,2696.7,73.953,120.41,0.34836,80.03,65.824,339.85,4.06,System Normal
2004-01-05 05:55:00,42.117,2698.6,74.798,120.39,0.34582,80.127,65.804,340.45,4.56,System Normal
2004-01-05 05:56:00,42.53,2699.8,74.83,120.41,0.34572,80.346,65.81,340.07,2.01,System Normal
2004-01-05 05:57:00,42.586,2701.8,74.451,120.42,0.34195,80.466,65.924,339.81,1.9,System Normal
2004-01-05 05:58:00,42.338,2700.3,74.942,120.41,0.34891,80.243,65.996,340.1,6.2,System Normal
2004-01-05 05:59:00,42.634,2700.4,74.802,120.4,0.3507,80.192,66.008,340.37,6.75,System Normal
2004-01-05 06:00:00,42.343,2701.6,73.514,120.39,0.34115,80.255,66.042,340.79,27.4,System Normal
2004-01-05 06:01:00,42.233,2701.9,74.943,120.4,0.34201,80.327,66.075,341.19,3.34,System Normal
2004-01-05 06:02:00,42.265,2702.4,75.17,120.4,0.34532,80.302,66.141,341.04,7.22,System Normal
2004-01-05 06:03:00,42.757,2701.8,75.232,120.42,0.34465,80.166,66.161,341.19,4.67,System Normal
2004-01-05 06:04:00,42.198,2702.6,74.45,120.37,0.34126,80.222,66.177,341.43,5.01,System Normal
2004-01-05 06:05:00,42.117,2704.0,73.585,120.38,0.343,80.19,66.176,341.47,48.09,System Normal
2004-01-05 06:06:00,42.335,2703.9,74.801,120.41,0.33249,80.019,66.177,341.38,5.47,System Normal
2004-01-05 06:07:00,42.425,2706.4,73.726,120.38,0.33324,80.128,66.18,341.77,24.26,System Normal
2004-01-05 06:08:00,41.996,2706.8,76.232,120.38,0.353,80.095,66.168,342.19,18.26,System Normal
2004-01-05 06:09:00,42.175,2708.2,74.07,120.41,0.35625,80.053,66.187,342.88,10.3,System Normal
2004-01-05 06:10:00,42.202,2709.5,75.386,120.41,0.33352,80.049,66.208,342.42,3.01,System Normal
2004-01-05 06:11:00,42.2,2710.8,74.582,120.45,0.33495,80.02,66.214,342.97,15.44,System Normal
2004-01-05 06:12:00,42.209,2710.3,75.705,120.39,0.33616,79.968,66.185,343.0,26.92,System Normal
2004-01-05 06:13:00,42.228,2710.2,74.505,120.41,0.33635,79.952,66.236,342.96,2.45,System Normal
2004-01-05 06:14:00,42.506,2711.7,74.956,120.4,0.33565,79.913,66.192,343.0,9.03,System Normal
2004-01-05 06:15:00,42.648,2714.8,75.552,120.42,0.33306,79.942,66.193,343.92,25.95,System Normal
2004-01-05 06:16:00,42.055,2716.6,75.02,120.37,0.34048,80.15,66.238,344.13,8.56,System Normal
2004-01-05 06:17:00,42.035,2715.0,74.726,120.42,0.33979,80.103,66.291,343.85,4.12,System Normal
2004-01-05 06:18:00,42.231,2713.4,75.095,120.4,0.3234,79.913,66.305,344.13,15.34,System Normal
2004-01-05 06:19:00,42.698,2711.9,75.381,120.42,0.32474,79.758,66.292,344.23,19.37,System Normal
2004-01-05 06:20:00,42.473,2711.4,74.499,120.39,0.32044,79.68,66.208,344.53,16.65,System Normal
2004-01-05 06:21:00,42.471,2712.3,74.98,120.42,0.3195,79.702,66.157,344.25,7.49,System Normal
2004-01-05 06:22:00,42.655,2711.0,75.157,120.39,0.3301,79.776,66.151,344.21,5.86,System Normal
2004-01-05 06:23:00,42.704,2712.6,75.583,120.43,0.32977,79.855,66.136,344.41,71.71,ACTION: Cross-reference with historical data for similar events.
2004-01-05 06:24:00,42.016,2713.9,74.723,120.41,0.35067,80.157,66.195,343.73,16.08,System Normal
2004-01-05 06:25:00,42.779,2711.4,75.598,120.4,0.35194,79.944,66.231,343.44,9.55,System Normal
2004-01-05 06:26:00,42.406,2711.8,75.068,120.38,0.33982,79.926,66.22,343.87,4.14,System Normal
2004-01-05 06:27:00,42.284,2711.7,74.843,120.4,0.3415,79.949,66.2,343.29,5.58,System Normal
2004-01-05 06:28:00,42.121,2712.1,75.152,120.38,0.3235,80.004,66.228,343.29,1.26,System Normal
2004-01-05 06:29:00,42.66,2712.9,73.981,120.41,0.32102,79.897,66.21,343.33,8.85,System Normal
2004-01-05 06:30:00,42.442,2711.1,74.328,120.37,0.33704,79.778,66.176,343.3,16.03,System Normal
2004-01-05 06:31:00,42.063,2712.1,75.407,120.41,0.33428,79.891,66.139,343.55,2.39,System Normal
2004-01-05 06:32:00,42.349,2712.4,74.273,120.39,0.32549,79.944,66.11,343.39,7.2,System Normal
2004-01-05 06:33:00,42.28,2714.7,74.855,120.4,0.32519,80.146,66.148,342.93,10.06,System Normal
2004-01-05 06:34:00,41.811,2714.9,75.04,120.42,0.3262,80.166,66.175,343.11,7.1,System Normal
2004-01-05 06:35:00,42.172,2712.6,75.428,120.4,0.32519,79.837,66.15,342.71,24.77,System Normal
2004-01-05 06:36:00,42.398,2713.1,75.027,120.42,0.31685,79.847,66.081,343.24,8.5,System Normal
2004-01-05 06:37:00,42.318,2714.5,75.839,120.42,0.32159,80.026,66.107,342.4,29.59,System Normal
2004-01-05 06:38:00,42.436,2711.3,75.234,120.39,0.34934,79.88,66.111,341.96,10.63,System Normal
2004-01-05 06:39:00,42.275,2708.2,75.588,120.38,0.34939,79.649,66.044,342.4,4.36,System Normal
2004-01-05 06:40:00,42.44,2706.0,76.179,120.4,0.33038,79.566,65.955,342.14,4.05,System Normal
2004-01-05 06:41:00,42.411,2705.9,76.459,120.39,0.33153,79.766,65.864,342.15,3.15,System Normal
2004-01-05 06:42:00,42.457,2708.4,75.421,120.39,0.32721,80.027,65.898,341.33,1.78,System Normal
2004-01-05 06:43:00,42.373,2710.2,75.094,120.39,0.3265,80.271,65.973,341.62,2.27,System Normal
2004-01-05 06:44:00,42.307,2709.8,74.78,120.38,0.32738,80.122,65.966,341.16,11.03,System Normal
2004-01-05 06:45:00,42.136,2709.4,74.662,120.4,0.32993,79.933,65.925,341.5,5.87,System Normal
2004-01-05 06:46:00,42.11,2709.2,75.352,120.41,0.33354,79.86,65.846,341.69,20.73,System Normal
2004-01-05 06:47:00,42.36,2709.9,75.047,120.4,0.33189,79.988,65.841,341.54,2.8,System Normal
2004-01-05 06:48:00,42.522,2709.6,75.323,120.42,0.33507,79.944,65.794,341.43,3.18,System Normal
2004-01-05 06:49:00,41.968,2706.5,75.886,120.41,0.34004,79.834,65.747,341.08,1.75,System Normal
2004-01-05 06:50:00,42.233,2707.7,76.219,120.39,0.33211,80.007,65.733,341.1,17.34,System Normal
2004-01-05 06:51:00,42.213,2709.0,75.486,120.42,0.3334,80.225,65.772,341.08,1.06,System Normal
2004-01-05 06:52:00,42.64,2705.2,75.12,120.39,0.33645,80.008,65.764,340.23,13.55,System Normal
2004-01-05 06:53:00,42.248,2704.9,75.036,120.41,0.33881,80.095,65.746,340.43,4.98,System Normal
2004-01-05 06:54:00,41.947,2704.0,75.82,120.38,0.34339,80.047,65.734,340.37,5.34,System Normal
2004-01-05 06:55:00,42.435,2704.3,75.43,120.4,0.34027,79.959,65.662,340.22,2.4,System Normal
2004-01-05 06:56:00,41.915,2703.8,74.802,120.41,0.32401,80.121,65.663,340.1,0.92,System Normal
2004-01-05 06:57:00,42.029,2702.7,76.859,120.43,0.32208,80.115,65.642,340.46,100.0,ACTION: Inform shift supervisor of the deviation.
2004-01-05 06:58:00,42.742,2699.6,75.166,120.41,0.33857,79.998,65.649,339.78,3.79,System Normal
2004-01-05 06:59:00,42.712,2699.7,75.77,120.41,0.33648,80.047,65.572,339.8,15.77,System Normal
2004-01-05 07:00:00,42.131,2700.2,74.939,120.36,0.33023,80.307,65.593,339.97,7.02,System Normal
2004-01-05 07:01:00,42.317,2698.2,74.503,120.38,0.33101,80.208,65.639,339.73,4.11,System Normal
2004-01-05 07:02:00,42.148,2695.9,74.339,120.37,0.34067,80.048,65.656,340.01,53.68,ACTION: Inform shift supervisor of the deviation.
2004-01-05 07:03:00,42.427,2696.3,75.675,120.37,0.33996,80.211,65.654,339.55,9.45,System Normal
2004-01-05 07:04:00,42.233,2696.5,75.104,120.43,0.33589,80.235,65.638,339.83,13.3,System Normal
2004-01-05 07:05:00,42.177,2696.6,75.254,120.39,0.3306,80.315,65.702,339.77,1.23,System Normal
2004-01-05 07:06:00,42.81,2694.2,75.387,120.38,0.34547,80.229,65.731,339.21,14.22,System Normal
2004-01-05 07:07:00,42.212,2695.5,75.636,120.4,0.34302,80.357,65.784,339.69,10.44,System Normal
2004-01-05 07:08:00,42.381,2692.6,75.557,120.4,0.35218,80.254,65.799,339.71,8.49,System Normal
2004-01-05 07:09:00,42.329,2690.1,75.413,120.39,0.35008,80.252,65.795,338.61,3.33,System Normal
2004-01-05 07:10:00,42.588,2689.7,75.937,120.4,0.35426,80.384,65.803,338.94,17.41,System Normal
2004-01-05 07:11:00,42.243,2688.0,75.816,120.39,0.35201,80.278,65.816,338.75,3.99,System Normal
2004-01-05 07:12:00,42.321,2687.0,74.497,120.43,0.3585,80.267,65.808,338.71,8.05,System Normal
2004-01-05 07:13:00,42.114,2689.0,75.527,120.41,0.35697,80.463,65.833,338.98,17.9,System Normal
2004-01-05 07:14:00,42.321,2690.3,75.123,120.42,0.35356,80.592,65.864,338.88,14.04,System Normal
2004-01-05 07:15:00,42.439,2690.1,74.599,120.37,0.35446,80.574,65.919,339.24,18.26,System Normal
2004-01-05 07:16:00,42.503,2687.8,75.181,120.39,0.35589,80.263,65.925,339.12,5.55,System Normal
2004-01-05 07:17:00,42.202,2691.2,74.421,120.37,0.35352,80.471,65.952,339.53,22.26,System Normal
2004-01-05 07:18:00,42.303,2693.9,74.726,120.43,0.35456,80.692,66.007,339.87,20.72,System Normal
2004-01-05 07:19:00,42.184,2693.0,75.042,120.4,0.35786,80.498,66.096,339.6,2.24,System Normal
2004-01-05 07:20:00,42.416,2692.6,73.374,120.4,0.35592,80.431,66.125,340.04,27.39,System Normal
2004-01-05 07:21:00,42.455,2693.3,75.279,120.41,0.35366,80.36,66.083,340.38,20.76,System Normal
2004-01-05 07:22:00,42.285,2694.9,74.036,120.45,0.35362,80.459,66.108,340.16,16.45,System Normal
2004-01-05 07:23:00,42.18,2696.4,74.472,120.43,0.35248,80.552,66.147,340.24,21.75,System Normal
2004-01-05 07:24:00,42.372,2697.8,74.141,120.41,0.35582,80.584,66.221,340.48,7.75,System Normal
2004-01-05 07:25:00,42.441,2698.4,75.195,120.45,0.35359,80.588,66.253,340.67,88.42,ACTION: Cross-reference with historical data for similar events.
2004-01-05 07:26:00,42.523,2697.5,73.431,120.4,0.33709,80.564,66.326,341.02,4.82,System Normal
2004-01-05 07:27:00,42.378,2696.5,73.482,120.42,0.33502,80.396,66.317,341.49,15.86,System Normal
2004-01-05 07:28:00,42.207,2695.6,74.033,120.38,0.33837,80.07,66.247,341.62,16.38,System Normal
2004-01-05 07:29:00,42.452,2699.0,74.607,120.38,0.34009,80.144,66.178,342.47,5.87,System Normal
2004-01-05 07:30:00,42.596,2702.4,74.739,120.43,0.34396,80.478,66.211,342.65,14.43,System Normal
2004-01-05 07:31:00,42.535,2702.3,73.842,120.4,0.34927,80.428,66.269,342.89,8.09,System Normal
2004-01-05 07:32:00,42.024,2699.0,75.014,120.38,0.35075,80.167,66.281,342.81,16.86,System Normal
2004-01-05 07:33:00,42.78,2696.4,75.233,120.39,0.35677,79.991,66.23,342.47,16.03,System Normal
2004-01-05 07:34:00,42.377,2699.0,75.088,120.38,0.33796,80.091,66.209,342.7,15.71,System Normal
2004-01-05 07:35:00,42.451,2703.1,74.788,120.4,0.33185,80.326,66.233,343.1,10.48,System Normal
2004-01-05 07:36:00,42.641,2704.1,75.484,120.4,0.34491,80.414,66.293,343.49,8.21,System Normal
2004-01-05 07:37:00,42.715,2703.8,74.697,120.41,0.34906,80.179,66.301,343.19,27.27,System Normal
2004-01-05 07:38:00,42.559,2703.6,74.98,120.4,0.36301,80.051,66.249,343.33,11.6,System Normal
2004-01-05 07:39:00,42.677,2703.3,75.889,120.39,0.36517,80.175,66.22,343.59,6.03,System Normal
2004-01-05 07:40:00,42.132,2706.0,74.617,120.4,0.3232,80.393,66.252,343.92,4.3,System Normal
2004-01-05 07:41:00,42.546,2704.4,74.889,120.4,0.32144,80.303,66.306,343.83,40.76,System Normal
2004-01-05 07:42:00,42.594,2703.0,75.198,120.4,0.34957,80.142,66.303,343.44,20.43,System Normal
2004-01-05 07:43:00,42.593,2703.9,74.978,120.43,0.34451,80.214,66.253,343.68,6.57,System Normal
2004-01-05 07:44:00,42.536,2703.1,75.058,120.39,0.32922,80.145,66.255,343.66,17.52,System Normal
2004-01-05 07:45:00,42.508,2699.4,74.356,120.39,0.32824,79.98,66.19,343.22,20.45,System Normal
2004-01-05 07:46:00,42.139,2699.8,75.514,120.39,0.31443,79.98,66.16,343.27,15.22,System Normal
2004-01-05 07:47:00,42.276,2701.6,74.88,120.37,0.31379,80.117,66.179,343.3,20.95,System Normal
2004-01-05 07:48:00,42.125,2701.8,75.091,120.39,0.33041,80.178,66.211,342.57,2.32,System Normal
2004-01-05 07:49:00,42.214,2703.5,74.837,120.39,0.32596,80.305,66.261,342.54,3.37,System Normal
2004-01-05 07:50:00,42.404,2702.2,74.426,120.38,0.34101,80.208,66.297,342.5,3.3,System Normal
2004-01-05 07:51:00,42.396,2701.3,76.082,120.41,0.34284,80.046,66.252,342.15,26.26,System Normal
2004-01-05 07:52:00,42.56,2701.5,74.771,120.41,0.34431,80.083,66.209,342.48,14.93,System Normal
2004-01-05 07:53:00,42.273,2701.3,74.348,120.41,0.34325,80.105,66.187,342.65,4.12,System Normal
2004-01-05 07:54:00,42.042,2703.2,75.723,120.43,0.33962,80.308,66.162,342.55,72.99,ACTION: Inform shift supervisor of the deviation.
2004-01-05 07:55:00,42.382,2701.9,75.147,120.41,0.34163,80.292,66.182,342.64,12.58,System Normal
2004-01-05 07:56:00,42.445,2702.2,74.734,120.41,0.34734,80.261,66.174,342.97,15.73,System Normal
2004-01-05 07:57:00,42.259,2699.9,75.582,120.42,0.34842,80.156,66.15,342.5,20.89,System Normal
2004-01-05 07:58:00,41.992,2698.2,75.297,120.41,0.32753,80.137,66.108,342.71,5.53,System Normal
2004-01-05 07:59:00,41.964,2697.0,74.321,120.4,0.32934,80.204,66.109,342.04,23.09,System Normal
2004-01-05 08:00:00,42.206,2695.6,75.391,120.39,0.34987,80.188,66.099,341.76,5.94,System Normal
2004-01-05 08:01:00,42.136,2694.5,74.501,120.4,0.35407,80.126,66.054,341.77,10.39,System Normal
